model,Body_Type,transmission,No_of_owners,centralVariantId,oem,modelYear,Mileage,Fuel_Type,Kilometer,price,City,Car_Age
Xcent,Sedan,Manual,3,1866,Hyundai,2016,24.4,Diesel,120000,280000,hyderabad,8
i20,Hatchback,Automatic,2,6810,Hyundai,2019,17.4,Petrol,30000,700000,hyderabad,5
i20,Hatchback,Manual,2,6818,Hyundai,2019,22.54,Diesel,60000,700000,hyderabad,5
Fiesta,Sedan,Manual,2,961,Ford,2008,15.3,Petrol,70000,200000,hyderabad,16
Amaze,Sedan,Manual,2,1151,Honda,2018,25.8,Diesel,60000,600000,hyderabad,6
Venue,SUV,Manual,2,7673,Hyundai,2022,17.52,Petrol,30000,875000,hyderabad,2
Compass,SUV,Automatic,1,8312,Jeep,2022,14.9,Diesel,24916,3180000,hyderabad,2
EON,Hatchback,Manual,1,1504,Hyundai,2015,21.1,Petrol,25121,279000,hyderabad,9
i10,Hatchback,Manual,2,1568,Hyundai,2011,20.36,Petrol,95916,244000,hyderabad,13
Ritz,Hatchback,Manual,2,4137,Maruti,2016,23.2,Diesel,98076,300000,hyderabad,8
KWID,Hatchback,Manual,1,8976,Renault,2018,23.01,Petrol,84020,339000,hyderabad,6
Alto,Hatchback,Manual,2,10327,Maruti,2015,22.05,Petrol,49692,259000,hyderabad,9
Getz,Hatchback,Manual,2,1518,Hyundai,2008,14.2,Petrol,90000,150000,hyderabad,16
i10,Hatchback,Manual,1,1568,Hyundai,2011,20.36,Petrol,96502,269000,hyderabad,13
XJ,Sedan,Automatic,2,5015,Jaguar,2018,14.47,Diesel,60000,6300000,hyderabad,6
KWID,Hatchback,Manual,1,5375,Renault,2019,23.01,Petrol,37634,400000,hyderabad,5
Alto,Hatchback,Manual,2,3903,Maruti,2012,19.7,Petrol,64934,191000,hyderabad,12
Wagon,Hatchback,Manual,1,8837,Maruti,2022,24.35,Petrol,30000,580000,hyderabad,2
i10,Hatchback,Automatic,2,1571,Hyundai,2011,16.95,Petrol,61609,324000,hyderabad,13
Rapid,Sedan,Automatic,1,3156,Skoda,2018,14.84,Petrol,80000,860000,hyderabad,6
New,SUV,Manual,1,8385,Tata,2021,16.14,Diesel,60000,2100000,hyderabad,3
Ertiga,MUV,Manual,2,4043,Maruti,2016,24.52,Diesel,70000,790000,hyderabad,8
Wagon,Hatchback,Manual,2,4351,Maruti,2012,26.2,Cng,80000,260000,hyderabad,12
Indica,Hatchback,Manual,2,2514,Tata,2016,25,Diesel,120000,100000,hyderabad,8
Hexa,SUV,Manual,3,5479,Tata,2017,17.6,Diesel,80000,1050000,hyderabad,7
Ritz,Hatchback,Manual,1,4137,Maruti,2016,23.2,Diesel,120000,270000,hyderabad,8
Swift,Hatchback,Manual,2,4181,Maruti,2009,17.8,Diesel,120000,250000,hyderabad,15
Polo,Hatchback,Manual,1,7743,Volkswagen,2021,17.74,Petrol,30088,732000,hyderabad,3
RediGO,Hatchback,Manual,2,5236,Datsun,2017,22.7,Petrol,65094,273000,hyderabad,7
Swift,Hatchback,Manual,2,4181,Maruti,2009,17.8,Diesel,120000,250000,hyderabad,15
Alto,Hatchback,Manual,1,3903,Maruti,2010,19.7,Petrol,55024,175000,hyderabad,14
Triber,MUV,Automatic,2,7825,Renault,2020,18.2,Petrol,21687,702000,hyderabad,4
Innova,MUV,Manual,1,2387,Toyota,2013,12.99,Diesel,120000,1085000,hyderabad,11
GO,Hatchback,Manual,1,7852,Datsun,2017,19.02,Petrol,72762,279000,hyderabad,7
Yodha,Pickup Trucks,Manual,1,7622,Tata,2021,19.18624891,Diesel,30000,825000,hyderabad,3
Wagon,Hatchback,Automatic,1,4319,Maruti,2017,20.51,Petrol,52791,387000,hyderabad,7
Duster,SUV,Manual,1,5066,Renault,2012,20.45,Diesel,67879,383000,hyderabad,12
Baleno,Hatchback,Manual,1,3962,Maruti,2018,21.4,Petrol,60053,600000,hyderabad,6
Magnite,SUV,Manual,1,8131,Nissan,2021,18.75,Petrol,23316,813000,hyderabad,3
KWID,Hatchback,Automatic,2,5431,Renault,2017,24.04,Petrol,50000,350000,hyderabad,7
Santro,Hatchback,Manual,2,1711,Hyundai,2007,17.92,Petrol,100000,155000,hyderabad,17
EON,Hatchback,Manual,2,5255,Hyundai,2016,19.18624891,Lpg,60000,180000,hyderabad,8
City,Sedan,Automatic,1,5630,Honda,2018,18,Petrol,20000,1050000,hyderabad,6
Indica,Hatchback,Manual,1,2510,Tata,2015,17.88,Diesel,120000,180000,hyderabad,9
Compass,SUV,Manual,2,5936,Jeep,2018,16,Petrol,30000,890000,hyderabad,6
Swift,Hatchback,Manual,1,6318,Maruti,2019,28.4,Diesel,70000,700000,hyderabad,5
Magnite,SUV,Manual,2,7425,Nissan,2022,18.75,Petrol,10000,640000,hyderabad,2
KWID,Hatchback,Manual,2,5096,Renault,2016,25.17,Petrol,42203,290000,hyderabad,8
SX4,SUV,Automatic,1,7938,Maruti,2020,18.43,Petrol,27653,999000,hyderabad,4
Q5,SUV,Automatic,2,104,Audi,2013,14.16,Diesel,100000,1800000,hyderabad,11
GO,Hatchback,Manual,1,7852,Datsun,2016,19.02,Petrol,67429,286000,hyderabad,8
KWID,Hatchback,Manual,1,8976,Renault,2017,23.01,Petrol,65192,293000,hyderabad,7
Santro,Hatchback,Manual,2,1716,Hyundai,2003,19.18624891,Petrol,120000,95000,hyderabad,21
Altroz,Hatchback,Manual,1,7238,Tata,2021,23.64,Diesel,26893,753000,hyderabad,3
Cruze,Sedan,Automatic,2,478,Chevrolet,2010,18.1,Diesel,90000,350000,hyderabad,14
Vitara,SUV,Manual,2,4302,Maruti,2018,24.3,Diesel,70167,688000,hyderabad,6
Eeco,Minivans,Manual,2,4023,Maruti,2016,15.37,Petrol,84542,376000,hyderabad,8
Polo,Hatchback,Automatic,1,1977,Volkswagen,2015,17.21,Petrol,50000,600000,hyderabad,9
Alto,Hatchback,Manual,1,3925,Maruti,2017,24.7,Petrol,36027,325000,hyderabad,7
Polo,Hatchback,Automatic,1,1977,Volkswagen,2015,17.21,Petrol,50000,600000,hyderabad,9
Polo,Hatchback,Automatic,1,1977,Volkswagen,2015,17.21,Petrol,50000,600000,hyderabad,9
Figo,Hatchback,Manual,1,1044,Ford,2013,15.6,Petrol,10000,400000,hyderabad,11
Vento,Sedan,Manual,5,2012,Volkswagen,2011,20.54,Diesel,90000,300000,hyderabad,13
Indigo,MUV,Manual,3,2714,Tata,2004,12.8,Petrol,70000,80000,hyderabad,20
Creta,SUV,Manual,1,7690,Hyundai,2022,19.18624891,Petrol,40000,1685000,hyderabad,2
Indica,Hatchback,Manual,1,2514,Tata,2016,25,Diesel,100000,200000,hyderabad,8
Amaze,Sedan,Manual,1,7443,Honda,2021,18.6,Petrol,40000,720000,hyderabad,3
WR-V,SUV,Manual,1,7895,Honda,2021,16.5,Petrol,77687,1064000,hyderabad,3
Baleno,Hatchback,Manual,1,3970,Maruti,2016,21.4,Petrol,52456,647000,hyderabad,8
Virtus,Sedan,Manual,1,9143,Volkswagen,2022,19.4,Petrol,24000,1625000,hyderabad,2
Jazz,Hatchback,Manual,1,7978,Honda,2021,17.1,Petrol,42674,846000,hyderabad,3
S-Presso,Hatchback,Manual,1,7173,Maruti,2019,21.7,Petrol,44903,458000,hyderabad,5
Wagon,Hatchback,Manual,1,6739,Maruti,2008,21.79,Petrol,65000,195000,hyderabad,16
Swift,Hatchback,Manual,2,10403,Maruti,2013,22.38,Petrol,72205,425000,hyderabad,11
Ecosport,SUV,Manual,1,892,Ford,2015,22.77,Diesel,70000,650000,hyderabad,9
Polo,Hatchback,Manual,2,7743,Volkswagen,2019,17.74,Petrol,101306,584000,hyderabad,5
i10,Hatchback,Manual,2,1568,Hyundai,2009,20.36,Petrol,60000,220000,hyderabad,15
Swift,Hatchback,Manual,1,10403,Maruti,2018,22.38,Petrol,81028,619000,hyderabad,6
WR-V,SUV,Manual,1,5670,Honda,2018,25.5,Diesel,80000,700000,hyderabad,6
Harrier,SUV,Automatic,1,8544,Tata,2021,14.6,Diesel,20000,2000000,hyderabad,3
Swift,Sedan,Manual,1,4207,Maruti,2016,26.59,Diesel,120000,450000,hyderabad,8
Harrier,SUV,Automatic,1,8544,Tata,2021,14.6,Diesel,20000,2000000,hyderabad,3
Santro,Hatchback,Manual,2,1709,Hyundai,2010,19.18624891,Petrol,120000,180000,hyderabad,14
KWID,Hatchback,Manual,3,5094,Renault,2016,25.17,Petrol,52442,224000,hyderabad,8
Duster,SUV,Manual,2,5068,Renault,2014,19.01,Diesel,90001,381000,hyderabad,10
Swift,Hatchback,Manual,3,10403,Maruti,2014,22.38,Petrol,87966,459000,hyderabad,10
Baleno,Hatchback,Manual,1,3962,Maruti,2019,21.4,Petrol,105614,631000,hyderabad,5
City,Sedan,Manual,1,6909,Honda,2020,18.6,Petrol,11249,951000,hyderabad,4
Grand,Hatchback,Manual,2,5604,Hyundai,2018,18.9,Petrol,39264,532000,hyderabad,6
Alto,Hatchback,Manual,1,3928,Maruti,2017,24.7,Petrol,68359,301000,hyderabad,7
i10,Hatchback,Manual,1,1569,Hyundai,2010,19.81,Petrol,49500,245000,hyderabad,14
Polo,Hatchback,Automatic,2,7790,Volkswagen,2021,16.47,Petrol,51466,977999,hyderabad,3
Vento,Sedan,Manual,2,2011,Volkswagen,2013,20.54,Diesel,99929,315000,hyderabad,11
Wagon,Hatchback,Manual,1,4350,Maruti,2013,18.9,Petrol,64628,345000,hyderabad,11
Ignis,Hatchback,Automatic,1,7590,Maruti,2018,20.89,Petrol,79151,574000,hyderabad,6
Celerio,Hatchback,Manual,1,3980,Maruti,2017,23.1,Petrol,78131,405000,hyderabad,7
Vitara,SUV,Manual,1,4303,Maruti,2017,24.3,Diesel,103256,827999,hyderabad,7
Indigo,Sedan,Manual,3,2672,Tata,2007,17,Diesel,0,20161,hyderabad,17
Vitara,SUV,Manual,1,7568,Maruti,2021,17.03,Petrol,45794,779000,hyderabad,3
Mobilio,MUV,Manual,1,1359,Honda,2016,24.2,Diesel,60000,600000,hyderabad,8
Swift,Sedan,Manual,1,7709,Maruti,2022,22.41,Petrol,20000,785000,hyderabad,2
Mobilio,MUV,Manual,1,1359,Honda,2016,24.2,Diesel,60000,600000,hyderabad,8
Sail,Sedan,Manual,2,549,Chevrolet,2015,18.2,Petrol,80000,229999,hyderabad,9
Ecosport,SUV,Automatic,1,903,Ford,2015,16.5,Petrol,60000,630000,hyderabad,9
i20,Hatchback,Manual,2,1624,Hyundai,2010,17,Petrol,60000,260000,hyderabad,14
i20,Hatchback,Manual,3,1481,Hyundai,2016,18.6,Petrol,67407,585000,hyderabad,8
S-Presso,Hatchback,Manual,2,7173,Maruti,2019,21.7,Petrol,58713,442000,hyderabad,5
Jetta,Sedan,Automatic,1,1901,Volkswagen,2016,16.96,Diesel,90000,1000000,hyderabad,8
Grand,Hatchback,Manual,1,7089,Hyundai,2021,20.7,Petrol,33798,618000,hyderabad,3
Grand,Hatchback,Manual,1,1524,Hyundai,2016,18.9,Petrol,33190,490000,hyderabad,8
Swift,Hatchback,Manual,1,7084,Maruti,2020,21.21,Petrol,30000,585000,hyderabad,4
i20,Hatchback,Manual,2,1481,Hyundai,2016,18.6,Petrol,56346,588000,hyderabad,8
Ciaz,Sedan,Manual,1,5720,Maruti,2017,28.09,Diesel,80000,850000,hyderabad,7
Baleno,Hatchback,Automatic,2,5920,Maruti,2018,21.4,Petrol,59512,704000,hyderabad,6
Captiva,SUV,Automatic,2,458,Chevrolet,2010,12.12,Diesel,120000,409999,hyderabad,14
Ignis,Hatchback,Automatic,2,5561,Maruti,2017,26.8,Diesel,81342,583000,hyderabad,7
Compass,SUV,Manual,1,5932,Jeep,2018,17.1,Diesel,40000,1500000,hyderabad,6
i20,Hatchback,Automatic,1,8585,Hyundai,2022,20.25,Petrol,10000,1150000,hyderabad,2
Ecosport,SUV,Automatic,1,903,Ford,2015,16.5,Petrol,60000,630000,hyderabad,9
Figo,Hatchback,Manual,2,1034,Ford,2011,20,Diesel,120000,150000,hyderabad,13
Swift,Sedan,Manual,1,4222,Maruti,2017,26.59,Diesel,110000,650000,hyderabad,7
Bolero,Pickup Trucks,Manual,1,7232,Mahindra,2020,19.18624891,Diesel,20000,850000,hyderabad,4
WR-V,SUV,Manual,1,5670,Honda,2017,25.5,Diesel,30000,720000,hyderabad,7
Alto,Hatchback,Manual,1,10332,Maruti,2018,24.39,Petrol,44478,350000,hyderabad,6
Grand,Hatchback,Manual,2,7091,Hyundai,2020,20.7,Petrol,29765,646000,hyderabad,4
Harrier,SUV,Automatic,1,7496,Tata,2021,14.6,Diesel,30000,2300000,hyderabad,3
Baleno,Hatchback,Manual,1,3962,Maruti,2017,21.4,Petrol,83688,570000,hyderabad,7
Grand,Hatchback,Automatic,2,5606,Hyundai,2018,18.9,Petrol,52704,586000,hyderabad,6
Compass,SUV,Manual,2,5933,Jeep,2017,17.1,Diesel,40000,1250000,hyderabad,7
Ignis,Hatchback,Manual,2,5552,Maruti,2019,20.89,Petrol,51278,504000,hyderabad,5
Ecosport,SUV,Manual,1,908,Ford,2013,22.7,Diesel,110000,450000,hyderabad,11
Wagon,Hatchback,Manual,1,4310,Maruti,2015,20.51,Petrol,89218,336000,hyderabad,9
Swift,Sedan,Automatic,1,5825,Maruti,2018,28.4,Diesel,88900,798000,hyderabad,6
Spark,Hatchback,Manual,1,586,Chevrolet,2009,16.5,Petrol,70000,100000,hyderabad,15
KWID,Hatchback,Manual,1,5375,Renault,2018,23.01,Petrol,96639,362000,hyderabad,6
Amaze,Sedan,Manual,1,6423,Honda,2019,19.5,Petrol,19100,750000,hyderabad,5
Ikon,Sedan,Manual,2,1088,Ford,2004,14.2,Petrol,100000,90000,hyderabad,20
XL6,MUV,Manual,2,7030,Maruti,2021,19.01,Petrol,70000,1030000,hyderabad,3
Tiago,Hatchback,Manual,2,7381,Tata,2021,19.01,Petrol,10000,700000,hyderabad,3
Grand,Hatchback,Manual,3,1541,Hyundai,2014,24,Diesel,100000,395000,hyderabad,10
Rapid,Sedan,Manual,1,5498,Skoda,2019,14.3,Petrol,50000,830000,hyderabad,5
Fortuner,SUV,Automatic,1,2252,Toyota,2014,12.55,Diesel,120000,1500000,hyderabad,10
i20,Hatchback,Manual,1,1644,Hyundai,2011,18.5,Petrol,114000,280000,hyderabad,13
Santro,Hatchback,Manual,1,6668,Hyundai,2019,20.3,Petrol,57435,484999,hyderabad,5
Santro,Hatchback,Manual,2,6668,Hyundai,2019,20.3,Petrol,24978,495000,hyderabad,5
Xcent,Sedan,Automatic,1,1860,Hyundai,2016,19.1,Petrol,73322,450000,hyderabad,8
Brio,Hatchback,Manual,2,1188,Honda,2014,19.4,Petrol,47784,397000,hyderabad,10
Glanza,Hatchback,Automatic,1,6977,Toyota,2020,19.56,Petrol,80643,716000,hyderabad,4
Rapid,Sedan,Manual,1,5498,Skoda,2019,14.3,Petrol,48683,830000,hyderabad,5
Wagon,Hatchback,Manual,1,4369,Maruti,2016,20.51,Petrol,87908,380000,hyderabad,8
Sail,Sedan,Manual,1,549,Chevrolet,2013,18.2,Petrol,120000,200000,hyderabad,11
Celerio,Hatchback,Automatic,1,3995,Maruti,2016,23.1,Petrol,61822,459999,hyderabad,8
Alto,Hatchback,Manual,1,7075,Maruti,2021,22.05,Petrol,23748,409999,hyderabad,3
Polo,Hatchback,Manual,2,1956,Volkswagen,2010,16.47,Petrol,120000,250000,hyderabad,14
Wagon,Hatchback,Automatic,1,4320,Maruti,2016,20.51,Petrol,84484,408000,hyderabad,8
KWID,Hatchback,Automatic,1,5431,Renault,2018,24.04,Petrol,10000,400000,hyderabad,6
KWID,Hatchback,Automatic,1,5431,Renault,2018,24.04,Petrol,10000,400000,hyderabad,6
B,Hatchback,Automatic,1,4539,Mercedes-Benz,2014,11.9,Petrol,60000,1100000,hyderabad,10
i20,Hatchback,Manual,2,1642,Hyundai,2011,17,Petrol,70000,310000,hyderabad,13
Swift,Hatchback,Automatic,2,7058,Maruti,2018,21.21,Petrol,50000,650000,hyderabad,6
Bolt,Hatchback,Manual,1,2496,Tata,2015,22.95,Diesel,100000,350000,hyderabad,9
Innova,MUV,Manual,1,2299,Toyota,2005,12.8,Diesel,150000,304000,hyderabad,19
Nexon,SUV,Manual,2,5994,Tata,2018,17,Petrol,40000,750000,hyderabad,6
Alto,Hatchback,Manual,1,7073,Maruti,2014,22.05,Petrol,70145,254999,hyderabad,10
WR-V,SUV,Manual,1,7665,Honda,2021,16.5,Petrol,70226,836000,hyderabad,3
Nexon,SUV,Automatic,1,7402,Tata,2021,16.35,Petrol,30000,1175000,hyderabad,3
Wagon,Hatchback,Manual,2,4310,Maruti,2015,20.51,Petrol,67993,363000,hyderabad,9
Baleno,Hatchback,Automatic,2,5920,Maruti,2018,21.4,Petrol,73224,729000,hyderabad,6
Innova,MUV,Manual,2,2405,Toyota,2016,13.68,Diesel,150000,1600000,hyderabad,8
City,Sedan,Manual,2,1216,Honda,2017,17.8,Petrol,75199,773000,hyderabad,7
Compass,SUV,Manual,1,5932,Jeep,2018,17.1,Diesel,40000,1450000,hyderabad,6
Swift,Hatchback,Manual,1,10405,Maruti,2016,22.38,Petrol,58671,590000,hyderabad,8
Swift,Hatchback,Manual,1,10403,Maruti,2019,22.38,Petrol,54187,582000,hyderabad,5
E-Class,Sedan,Automatic,1,7061,Mercedes-Benz,2019,16.1,Diesel,43000,4850000,hyderabad,5
i20,Hatchback,Manual,2,1482,Hyundai,2014,18.6,Petrol,63457,552000,hyderabad,10
City,Sedan,Manual,1,1287,Honda,2014,25.1,Diesel,117189,500000,hyderabad,10
Ssangyong,SUV,Automatic,1,5164,Mahindra Ssangyong,2014,11.18,Diesel,110000,800000,hyderabad,10
Urban,SUV,Manual,1,7802,Toyota,2021,17.03,Petrol,20000,950000,hyderabad,3
Ecosport,SUV,Manual,1,7350,Ford,2020,15.9,Petrol,12727,819999,hyderabad,4
Hexa,SUV,Manual,2,5479,Tata,2017,17.6,Diesel,70000,1050000,hyderabad,7
Santro,Hatchback,Manual,1,1711,Hyundai,2009,17.92,Petrol,50000,180000,hyderabad,15
Sonet,SUV,Manual,1,8008,Kia,2022,18.2,Petrol,20000,1300000,hyderabad,2
RediGO,Hatchback,Manual,2,5237,Datsun,2019,22.7,Petrol,58547,341000,hyderabad,5
i20,Hatchback,Manual,1,6058,Hyundai,2018,17.19,Petrol,70784,708000,hyderabad,6
F-Pace,SUV,Automatic,2,4997,Jaguar,2018,16.38,Diesel,80000,3600000,hyderabad,6
Ritz,Hatchback,Manual,2,4144,Maruti,2014,18.5,Petrol,94681,367000,hyderabad,10
Thar,SUV,Manual,2,3749,Mahindra,2013,16.55,Diesel,37421,522000,hyderabad,11
Thar,SUV,Automatic,1,8074,Mahindra,2021,19.18624891,Petrol,40000,1500000,hyderabad,3
Rapid,Sedan,Manual,1,5497,Skoda,2016,21.13,Diesel,100456,765000,hyderabad,8
Civic,Sedan,Manual,2,1298,Honda,2008,13.5,Petrol,80000,250000,hyderabad,16
Swift,Hatchback,Manual,2,10403,Maruti,2013,22.38,Petrol,95036,425000,hyderabad,11
EON,Hatchback,Manual,2,1504,Hyundai,2015,21.1,Petrol,96632,260000,hyderabad,9
Civic,Sedan,Manual,2,1298,Honda,2008,13.5,Petrol,80000,250000,hyderabad,16
Alto,Hatchback,Manual,1,7073,Maruti,2015,22.05,Petrol,60976,256999,hyderabad,9
Zen,Hatchback,Manual,1,4388,Maruti,2001,17.3,Petrol,120000,69000,hyderabad,23
Spark,Hatchback,Manual,3,591,Chevrolet,2008,18,Petrol,88046,50000,hyderabad,16
XC60,SUV,Automatic,1,2097,Volvo,2016,14.7,Diesel,103000,1625000,hyderabad,8
Compass,SUV,Manual,1,6875,Jeep,2019,16,Petrol,9800,1650000,hyderabad,5
Q5,SUV,Automatic,1,116,Audi,2010,9.74,Petrol,92000,1150000,hyderabad,14
Mobilio,MUV,Manual,1,1362,Honda,2014,17.3,Petrol,59000,499000,hyderabad,10
Sail,Sedan,Manual,1,546,Chevrolet,2013,22.1,Diesel,93000,315000,hyderabad,11
Punch,SUV,Automatic,1,9135,Tata,2022,18.8,Petrol,10000,980000,hyderabad,2
Vitara,SUV,Manual,2,4299,Maruti,2017,24.3,Diesel,70451,821000,hyderabad,7
Swift,Hatchback,Automatic,2,10404,Maruti,2018,22.56,Petrol,73838,568000,hyderabad,6
Alcazar,SUV,Automatic,1,8462,Hyundai,2022,14.2,Petrol,20000,2100000,hyderabad,2
KWID,Hatchback,Manual,1,7429,Renault,2020,22.3,Petrol,22726,446000,hyderabad,4
Ignis,Hatchback,Automatic,2,5561,Maruti,2017,26.8,Diesel,98700,555000,hyderabad,7
Astor,SUV,Automatic,1,8665,MG,2022,14.34,Petrol,20000,1850000,hyderabad,2
Baleno,Hatchback,Manual,2,3965,Maruti,2018,27.39,Diesel,97909,559000,hyderabad,6
Ecosport,SUV,Manual,1,7357,Ford,2020,21.7,Diesel,30000,1050000,hyderabad,4
Grand,Hatchback,Manual,2,1549,Hyundai,2013,18.9,Petrol,77945,412000,hyderabad,11
Swift,Sedan,Manual,1,7077,Maruti,2017,21.21,Petrol,86017,615000,hyderabad,7
Creta,SUV,Manual,1,7699,Hyundai,2021,19.18624891,Diesel,20000,1810000,hyderabad,3
Wagon,Hatchback,Manual,1,4310,Maruti,2017,20.51,Petrol,83596,390000,hyderabad,7
800,Hatchback,Manual,2,3882,Maruti,2004,16.1,Petrol,80000,70000,hyderabad,20
Optra,Sedan,Manual,2,517,Chevrolet,2005,17.4,Petrol,110000,70000,hyderabad,19
Freestyle,Hatchback,Manual,1,6336,Ford,2019,19,Petrol,40000,560000,hyderabad,5
Swift,Sedan,Manual,1,7709,Maruti,2022,22.41,Petrol,50000,750000,hyderabad,2
Qualis,SUV,Manual,2,2438,Toyota,2001,13.1,Diesel,120000,170000,hyderabad,23
XUV300,SUV,Manual,1,7241,Mahindra,2022,16.82,Petrol,10000,1320000,hyderabad,2
Figo,Hatchback,Manual,1,1024,Ford,2015,25.83,Diesel,100000,220000,hyderabad,9
SX4,SUV,Manual,1,6026,Maruti,2018,25.1,Diesel,79464,850000,hyderabad,6
Swift,Sedan,Manual,1,10244,Maruti,2016,22.41,Petrol,87113,523000,hyderabad,8
Swift,Sedan,Manual,1,10246,Maruti,2015,22.41,Petrol,52315,583000,hyderabad,9
Hector,SUV,Automatic,1,7520,MG,2020,11.67,Petrol,10000,1750000,hyderabad,4
Grand,Hatchback,Manual,2,1542,Hyundai,2015,18.9,Petrol,60817,451000,hyderabad,9
Xcent,Sedan,Manual,2,5781,Hyundai,2018,25.4,Diesel,55797,668000,hyderabad,6
Verna,Sedan,Manual,2,1796,Hyundai,2006,16.8,Diesel,110000,195000,hyderabad,18
Vitara,SUV,Manual,1,4299,Maruti,2017,24.3,Diesel,64285,824000,hyderabad,7
Octavia,Sedan,Manual,2,5343,Skoda,2006,18.7,Diesel,120000,160000,hyderabad,18
Swift,Sedan,Automatic,1,4214,Maruti,2016,26.59,Diesel,85948,622000,hyderabad,8
City,Sedan,Manual,3,1263,Honda,2013,16.8,Petrol,105746,425000,hyderabad,11
Mobilio,MUV,Manual,1,1364,Honda,2015,17.3,Petrol,100000,450000,hyderabad,9
Vento,Sedan,Manual,1,7794,Volkswagen,2020,17.69,Petrol,45949,1019999,hyderabad,4
Corolla,Sedan,Manual,1,2127,Toyota,2006,13.4,Petrol,92000,325000,hyderabad,18
A6,Sedan,Automatic,1,56,Audi,2012,17.68,Diesel,83000,1499000,hyderabad,12
i10,Hatchback,Manual,1,1586,Hyundai,2008,20.36,Petrol,60000,249000,hyderabad,16
i20,Hatchback,Manual,1,6378,Hyundai,2018,21.19,Diesel,75000,799000,hyderabad,6
800,Hatchback,Manual,2,3882,Maruti,2004,16.1,Petrol,80000,70000,hyderabad,20
Swift,Hatchback,Manual,1,4204,Maruti,2013,22.9,Diesel,71000,390000,hyderabad,11
Verna,Sedan,Manual,1,1832,Hyundai,2015,17.01,Petrol,84000,580000,hyderabad,9
Celerio,Hatchback,Manual,1,6053,Maruti,2018,23.1,Petrol,110000,380000,hyderabad,6
i10,Hatchback,Manual,1,1568,Hyundai,2011,20.36,Petrol,48659,264000,hyderabad,13
Santro,Hatchback,Automatic,1,6670,Hyundai,2019,20.3,Petrol,26970,531000,hyderabad,5
C-Class,Sedan,Manual,1,4669,Mercedes-Benz,2007,11.7,Petrol,92000,525000,hyderabad,17
Nexon,SUV,Manual,1,7391,Tata,2022,23.22,Diesel,29766,1024000,hyderabad,2
KWID,Hatchback,Manual,1,8911,Renault,2022,21.46,Petrol,6580,552000,hyderabad,2
X1,SUV,Automatic,2,344,BMW,2011,17.05,Diesel,80000,950000,hyderabad,13
Swift,Hatchback,Manual,2,10403,Maruti,2012,22.38,Petrol,98910,382000,hyderabad,12
X1,SUV,Automatic,2,344,BMW,2011,17.05,Diesel,80000,950000,hyderabad,13
Ciaz,Sedan,Automatic,1,5725,Maruti,2017,19.12,Petrol,48247,715000,hyderabad,7
Brio,Hatchback,Manual,2,1188,Honda,2016,19.4,Petrol,54515,382000,hyderabad,8
Vitara,SUV,Manual,2,4297,Maruti,2018,24.3,Diesel,10000,860000,hyderabad,6
Baleno,Hatchback,Manual,1,3970,Maruti,2017,21.4,Petrol,80546,635000,hyderabad,7
Wagon,Hatchback,Manual,2,4316,Maruti,2013,14.6,Lpg,10000,325000,hyderabad,11
Alto,Hatchback,Manual,2,3903,Maruti,2008,19.7,Petrol,20000,120000,hyderabad,16
Punch,SUV,Manual,1,8660,Tata,2022,20.09,Petrol,20000,850000,hyderabad,2
Slavia,Sedan,Automatic,1,8695,Skoda,2022,18.07,Petrol,10000,1700000,hyderabad,2
Manza,Sedan,Manual,3,2754,Tata,2012,13.7,Petrol,110000,170000,hyderabad,12
New,Sedan,Manual,2,1146,Honda,2006,11.9,Petrol,100000,200000,hyderabad,18
Scorpio,SUV,Manual,2,5768,Mahindra,2012,12.05,Diesel,20000,400000,hyderabad,12
Scorpio,SUV,Manual,2,5768,Mahindra,2012,12.05,Diesel,20000,400000,hyderabad,12
i10,Hatchback,Manual,1,1579,Hyundai,2014,19.81,Petrol,87773,327000,hyderabad,10
Amaze,Sedan,Manual,1,6415,Honda,2018,19.5,Petrol,81854,627000,hyderabad,6
Swift,Hatchback,Manual,1,4204,Maruti,2012,22.9,Diesel,110000,350000,hyderabad,12
Nexon,SUV,Manual,1,7386,Tata,2021,17.33,Petrol,33090,993000,hyderabad,3
Ciaz,Sedan,Manual,2,4005,Maruti,2016,20.73,Petrol,76071,550000,hyderabad,8
KWID,Hatchback,Manual,3,5094,Renault,2016,25.17,Petrol,60000,250000,hyderabad,8
New,SUV,Automatic,1,8311,Tata,2021,14.08,Diesel,96529,1923999,hyderabad,3
Vento,Sedan,Manual,2,2011,Volkswagen,2011,20.54,Diesel,110000,270000,hyderabad,13
Ecosport,SUV,Manual,3,892,Ford,2017,22.77,Diesel,89576,669000,hyderabad,7
Verna,Sedan,Manual,1,7737,Hyundai,2020,25,Diesel,88178,1321000,hyderabad,4
Ertiga,MUV,Manual,2,4050,Maruti,2013,20.77,Diesel,70000,650000,hyderabad,11
Amaze,Sedan,Manual,1,8554,Honda,2021,18.6,Petrol,16925,706000,hyderabad,3
Alto,Hatchback,Manual,1,7073,Maruti,2013,22.05,Petrol,12000,245000,hyderabad,11
X3,SUV,Automatic,1,6367,BMW,2018,16.55,Diesel,20000,5500000,hyderabad,6
XUV500,SUV,Manual,1,3823,Mahindra,2013,15.1,Diesel,60000,700000,hyderabad,11
XUV500,SUV,Manual,1,3823,Mahindra,2013,15.1,Diesel,60000,700000,hyderabad,11
